WigleWifi-1.4,appRelease=2.26,model=SM-G900F,release=6.0.1,device=klte,display=MMB29M.G900FXXU1CPI8,board=MSM8974,brand=samsung,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
d4:68:4d:b3:bb:ec,Fattal-Service,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-90,32.06237585,34.77203468,61,14,WIFI
d4:68:4d:73:bb:ec,FATTAL_MAINT,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-90,32.06237585,34.77203468,61,14,WIFI
04:a1:51:c9:32:0d,Tamarayog2_5,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:52,58,-91,32.06237585,34.77203468,61,14,WIFI
ec:22:80:b3:1a:b0,techcode_roof,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],14/11/2017 01:52,11,-85,32.06237585,34.77203468,61,14,WIFI
c4:a8:1d:13:d7:45,BOI-lili,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,4,-86,32.06237585,34.77203468,61,14,WIFI
74:3e:2b:0c:ff:d8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,11,-88,32.06237585,34.77203468,61,14,WIFI
14:ae:db:a2:8e:d5,BSU,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],14/11/2017 01:52,5,-89,32.06237585,34.77203468,61,14,WIFI
4a:d9:e7:59:4c:44,MainWifi,[WPA2-PSK-CCMP][ESS],14/11/2017 01:52,6,-91,32.06237585,34.77203468,61,14,WIFI
c4:04:15:55:96:6e,helicon4,[WPA2-PSK-CCMP][WPS][ESS],14/11/2017 01:52,11,-91,32.06237585,34.77203468,61,14,WIFI
74:3e:2b:0d:03:f8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,6,-92,32.06237585,34.77203468,61,14,WIFI
14:ae:db:56:c2:d5,ilan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],14/11/2017 01:52,6,-93,32.06237585,34.77203468,61,14,WIFI
74:da:38:19:57:c8,wa-yosee,[WPA2-PSK-CCMP][WPS][ESS],14/11/2017 01:52,2,-94,32.06237585,34.77203468,61,14,WIFI
72:a1:51:10:fb:7b,Bezeq Free,[ESS],14/11/2017 01:52,6,-90,32.06237585,34.77203468,61,14,WIFI
9c:97:26:7d:d4:fe,TNCAPE5A34D,[WPS][ESS],14/11/2017 01:52,6,-90,32.06237585,34.77203468,61,14,WIFI
f8:e7:1e:5d:24:68,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,4,-76,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:4c:fe:c8,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-70,32.06250717,34.77199913,49,12,WIFI
58:b6:33:55:fd:98,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,6,-67,32.06250717,34.77199913,49,12,WIFI
58:b6:33:7c:17:48,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,6,-75,32.06250717,34.77199913,49,12,WIFI
58:b6:33:3c:17:48,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,6,-75,32.06250717,34.77199913,49,12,WIFI
58:b6:33:16:06:a8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-69,32.06250717,34.77199913,49,12,WIFI
58:b6:33:15:fd:98,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,6,-68,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:0d:24:28,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-78,32.06250717,34.77199913,49,12,WIFI
58:b6:33:15:fd:9c,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,44,-68,32.06250717,34.77199913,49,12,WIFI
58:b6:33:55:fd:9c,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,44,-68,32.06250717,34.77199913,49,12,WIFI
58:b6:33:3c:0a:d8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-75,32.06250717,34.77199913,49,12,WIFI
58:b6:33:7c:0a:d8,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-76,32.06250717,34.77199913,49,12,WIFI
58:b6:33:7c:1c:9c,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,157,-81,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:41:4b:08,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,11,-78,32.06250717,34.77199913,49,12,WIFI
d4:68:4d:b3:bb:e8,Fattal-Service,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,4,-82,32.06250717,34.77199913,49,12,WIFI
d4:68:4d:73:bb:e8,FATTAL_MAINT,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,4,-82,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:0c:fe:c8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-71,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:4d:03:ec,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,40,-79,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:0d:03:ec,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,40,-79,32.06250717,34.77199913,49,12,WIFI
d4:68:4d:b3:bb:ec,Fattal-Service,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-84,32.06250717,34.77199913,49,12,WIFI
d4:68:4d:73:bb:ec,FATTAL_MAINT,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-85,32.06250717,34.77199913,49,12,WIFI
ec:22:80:b3:1a:b0,techcode_roof,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],14/11/2017 01:52,11,-78,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:4d:03:f8,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,6,-78,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:8d:24:27,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,161,-84,32.06250717,34.77199913,49,12,WIFI
d4:68:4d:33:bb:ec,FATTAL_FREE_WIFI,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-85,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:0d:03:e8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-82,32.06250717,34.77199913,49,12,WIFI
74:da:38:80:35:04,rothchild_22,[WPA2-PSK-CCMP][WPS][ESS],14/11/2017 01:52,3,-83,32.06250717,34.77199913,49,12,WIFI
58:b6:33:7c:1c:98,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,1,-83,32.06250717,34.77199913,49,12,WIFI
d4:68:4d:33:bb:e8,FATTAL_FREE_WIFI,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,4,-83,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:4c:ff:d8,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,11,-83,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:0c:ff:dc,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,36,-87,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:8c:ff:d7,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,36,-87,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:4c:ff:dc,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,36,-87,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:8d:05:57,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-90,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:0d:05:5c,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-90,32.06250717,34.77199913,49,12,WIFI
74:3e:2b:4d:05:5c,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,48,-90,32.06250717,34.77199913,49,12,WIFI
24:79:2a:0e:1b:ec,Discount Bank,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,60,-94,32.06250717,34.77199913,49,12,WIFI
ec:08:6b:38:13:38,TP-LINK_1338,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:52,9,-87,32.06250717,34.77199913,49,12,WIFI
14:ae:db:47:30:0d,Jack,[WPA2-PSK-CCMP][ESS],14/11/2017 01:52,6,-90,32.06250717,34.77199913,49,12,WIFI
48:ee:0c:3c:5c:6a,hamishkenot,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:52,13,-91,32.06250717,34.77199913,49,12,WIFI
14:ae:db:3e:cc:7a,Gabby,[WPA2-PSK-CCMP][ESS],14/11/2017 01:52,8,-92,32.06250717,34.77199913,49,12,WIFI
c0:4a:00:2d:54:c1,TP-LINK_09DFA5,[WPS][ESS],14/11/2017 01:52,7,-84,32.06250717,34.77199913,49,12,WIFI
f0:3e:90:0f:5c:ac,leumi_fl_1,[ESS][BLE],14/11/2017 01:52,44,-91,32.06250717,34.77199913,49,12,WIFI
f0:3e:90:0f:5d:ac,leumi_fl_8,[ESS][BLE],14/11/2017 01:52,44,-91,32.06250717,34.77199913,49,12,WIFI
f0:3e:90:0f:52:3c,leumi_fl_3,[ESS][BLE],14/11/2017 01:52,36,-91,32.06250717,34.77199913,49,12,WIFI
f0:3e:90:0f:6b:4c,leumi_fl_2,[ESS][BLE],14/11/2017 01:52,36,-92,32.06250717,34.77199913,49,12,WIFI
f0:3e:90:0f:5c:a8,leumi_fl_1,[ESS][BLE],14/11/2017 01:52,8,-90,32.06250717,34.77199913,49,12,WIFI
d8:38:fc:29:dc:78,LEUMI,[ESS][BLE],14/11/2017 01:52,4,-90,32.06250717,34.77199913,49,12,WIFI
6a:ee:0c:3c:5c:6b,Bezeq Free,[ESS][BLE],14/11/2017 01:52,13,-92,32.06250717,34.77199913,49,12,WIFI
42501_17141_9699842,012 Mobile,UNKNOWN;il,14/11/2017 01:52,0,-113,32.06250717,34.77199913,49,12,GSM
f8:e7:1e:1d:24:68,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,4,-78,32.06255951,34.77200646,46,13,WIFI
58:b6:33:58:1c:58,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-79,32.06255951,34.77200646,46,13,WIFI
58:b6:33:55:fd:98,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-58,32.06255951,34.77200646,46,13,WIFI
58:b6:33:7c:17:48,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-68,32.06255951,34.77200646,46,13,WIFI
58:b6:33:3c:17:48,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-69,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:0d:05:58,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-83,32.06255951,34.77200646,46,13,WIFI
58:b6:33:15:fd:98,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-57,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:4d:24:2c,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,161,-72,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:0d:24:2c,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,161,-72,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:4d:05:58,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-82,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:0c:fe:c8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-66,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:0c:ff:d8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,11,-81,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:0d:03:f8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-82,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:8d:24:27,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,161,-75,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:4c:fe:cc,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,149,-73,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:0c:fe:cc,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,149,-73,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:4d:03:e8,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-78,32.06255951,34.77200646,46,13,WIFI
74:3e:2b:0d:03:fc,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,40,-85,32.06255951,34.77200646,46,13,WIFI
f8:d1:11:4d:96:a6,NSAP1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],14/11/2017 01:53,6,-83,32.06255951,34.77200646,46,13,WIFI
58:b6:33:3c:1c:98,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-89,32.06255951,34.77200646,46,13,WIFI
ec:8c:a2:1f:ab:7c,PowerPlugWifi,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,56,-93,32.06255951,34.77200646,46,13,WIFI
f0:3e:90:0f:52:38,leumi_fl_3,[ESS][BLE],14/11/2017 01:53,8,-93,32.06255951,34.77200646,46,13,WIFI
58:b6:33:7c:17:48,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-63,32.06263095,34.77183014,51,14,WIFI
58:b6:33:3c:17:48,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-63,32.06263095,34.77183014,51,14,WIFI
58:b6:33:16:06:a8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-62,32.06263095,34.77183014,51,14,WIFI
74:3e:2b:0d:24:28,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-58,32.06263095,34.77183014,51,14,WIFI
58:b6:33:7c:0a:dc,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,153,-71,32.06263095,34.77183014,51,14,WIFI
74:3e:2b:4d:24:2c,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,161,-62,32.06263095,34.77183014,51,14,WIFI
58:b6:33:3c:0a:dc,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,153,-71,32.06263095,34.77183014,51,14,WIFI
74:3e:2b:0d:24:2c,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,161,-63,32.06263095,34.77183014,51,14,WIFI
fc:0a:81:19:76:e0,,[WPA2-PSK-CCMP],14/11/2017 01:53,11,-71,32.06263095,34.77183014,51,14,WIFI
58:20:b1:3c:4e:7f,HP-Print-7F-Deskjet 4640 series,[ESS],14/11/2017 01:53,6,-80,32.06263095,34.77183014,51,14,WIFI
04:a1:51:c9:32:0d,Tamarayog2_5,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,58,-84,32.06263095,34.77183014,51,14,WIFI
74:3e:2b:4d:24:28,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-57,32.06263095,34.77183014,51,14,WIFI
74:3e:2b:0d:03:e8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-75,32.06263095,34.77183014,51,14,WIFI
74:3e:2b:81:4b:07,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,149,-73,32.06263095,34.77183014,51,14,WIFI
e8:fc:af:92:c0:72,JimmyWho 2.4GHz,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,1,-83,32.06263095,34.77183014,51,14,WIFI
e8:fc:af:92:c0:73,JimmyWho 5GHz,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,56,-87,32.06263095,34.77183014,51,14,WIFI
a4:2b:8c:15:21:71,AROMA5g,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,36,-89,32.06263095,34.77183014,51,14,WIFI
48:ee:0c:40:0b:58,Speakeasy_5,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,60,-91,32.06263095,34.77183014,51,14,WIFI
24:79:2a:0e:1b:ac,Aroma Office,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,36,-92,32.06263095,34.77183014,51,14,WIFI
58:b6:33:7c:16:98,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,11,-93,32.06263095,34.77183014,51,14,WIFI
58:b6:33:3c:16:98,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,11,-93,32.06263095,34.77183014,51,14,WIFI
58:b6:33:58:1c:58,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-69,32.06275082,34.77174479,57,7,WIFI
58:b6:33:3c:0a:d8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-69,32.06275082,34.77174479,57,7,WIFI
58:b6:33:18:1c:58,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,6,-69,32.06275082,34.77174479,57,7,WIFI
fc:0a:81:19:76:e0,,[WPA2-PSK-CCMP],14/11/2017 01:53,11,-63,32.06275082,34.77174479,57,7,WIFI
d4:68:4d:b3:bb:ec,Fattal-Service,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,48,-79,32.06275082,34.77174479,57,7,WIFI
d4:68:4d:73:bb:ec,FATTAL_MAINT,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,48,-78,32.06275082,34.77174479,57,7,WIFI
d4:68:4d:33:bb:ec,FATTAL_FREE_WIFI,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,48,-79,32.06275082,34.77174479,57,7,WIFI
74:3e:2b:0d:03:e8,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-70,32.06275082,34.77174479,57,7,WIFI
ec:8c:a2:1f:ab:7c,PowerPlugWifi,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,56,-85,32.06275082,34.77174479,57,7,WIFI
a0:ab:1b:5c:c4:5a,Mitbahon,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,9,-78,32.06275082,34.77174479,57,7,WIFI
58:b6:33:7c:0a:d8,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-68,32.06275082,34.77174479,57,7,WIFI
74:3e:2b:4d:03:e8,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,1,-69,32.06275082,34.77174479,57,7,WIFI
50:29:4d:10:0a:14,Wulian_100A15,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],14/11/2017 01:53,11,-76,32.06275082,34.77174479,57,7,WIFI
a4:2b:8c:15:21:70,octopus5,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,36,-88,32.06275082,34.77174479,57,7,WIFI
ac:f1:df:18:1f:b2,LBY5,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,60,-89,32.06275082,34.77174479,57,7,WIFI
24:79:2a:4e:1b:ac,Aroma Wifi,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,36,-91,32.06275082,34.77174479,57,7,WIFI
14:ae:db:c1:44:bd,CONTROL1_InsideOutTLV,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,1,-89,32.06275082,34.77174479,57,7,WIFI
a0:ab:1b:5d:1f:e0,MWG_WiFi,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,8,-85,32.06275082,34.77174479,57,7,WIFI
06:ae:db:48:54:e5,BezeqFree,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,6,-88,32.06275082,34.77174479,57,7,WIFI
14:ae:db:48:54:e5,Erantz1,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,6,-90,32.06275082,34.77174479,57,7,WIFI
a4:2b:8c:15:21:60,octopus,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,1,-91,32.06275082,34.77174479,57,7,WIFI
14:ae:db:51:28:35,blacktulipinv1,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,6,-91,32.06275082,34.77174479,57,7,WIFI
06:ae:db:51:28:35,BezeqFree,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,6,-95,32.06275082,34.77174479,57,7,WIFI
a4:5d:36:d5:49:c1,HP-Print-C1-Officejet Pro X576dw,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,6,-90,32.06275082,34.77174479,57,7,WIFI
04:a1:51:c9:32:0d,Tamarayog2_5,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,58,-76,32.06282234,34.77171105,58,8,WIFI
a0:ab:1b:5c:c4:5a,Mitbahon,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,9,-71,32.06282234,34.77171105,58,8,WIFI
e8:fc:af:92:c0:72,JimmyWho 2.4GHz,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,1,-77,32.06282234,34.77171105,58,8,WIFI
74:3e:2b:0d:03:ec,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,40,-69,32.06282234,34.77171105,58,8,WIFI
74:3e:2b:4d:03:ec,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,40,-69,32.06282234,34.77171105,58,8,WIFI
74:3e:2b:01:4b:08,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,11,-84,32.06282234,34.77171105,58,8,WIFI
a4:2b:8c:15:21:70,octopus5,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,36,-83,32.06282234,34.77171105,58,8,WIFI
74:3e:2b:8d:03:e7,,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,40,-72,32.06282234,34.77171105,58,8,WIFI
d4:68:4d:b3:bb:e8,Fattal-Service,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,4,-75,32.06282234,34.77171105,58,8,WIFI
d4:68:4d:73:bb:e8,FATTAL_MAINT,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,4,-76,32.06282234,34.77171105,58,8,WIFI
f8:e9:03:0e:cb:6a,Avital_5,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,48,-90,32.06282234,34.77171105,58,8,WIFI
ec:08:6b:38:13:37,Smart.bid_5G,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,48,-91,32.06282234,34.77171105,58,8,WIFI
78:d3:8d:d3:c3:a1,mayer_G,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,3,-89,32.06282234,34.77171105,58,8,WIFI
94:f6:65:35:67:1c,FATTAL_FREE_WIFI,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,52,-92,32.06282234,34.77171105,58,8,WIFI
94:f6:65:75:67:1c,FATTAL_MAINT,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,52,-92,32.06282234,34.77171105,58,8,WIFI
94:f6:65:b5:67:1c,Fattal-Service,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,52,-92,32.06282234,34.77171105,58,8,WIFI
fc:0a:81:19:76:e0,,[WPA2-PSK-CCMP],14/11/2017 01:53,11,-52,32.06289963,34.77166417,60,6,WIFI
e8:fc:af:92:c0:72,JimmyWho 2.4GHz,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,1,-71,32.06289963,34.77166417,60,6,WIFI
e8:fc:af:92:c0:73,JimmyWho 5GHz,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,56,-82,32.06289963,34.77166417,60,6,WIFI
d4:68:4d:33:bb:e8,FATTAL_FREE_WIFI,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,4,-73,32.06289963,34.77166417,60,6,WIFI
fc:0a:81:19:76:e1,FREE_TLV,[ESS][BLE],14/11/2017 01:53,11,-84,32.06289963,34.77166417,60,6,WIFI
74:da:38:0e:fc:3f,Rothchild 22,[WPA2-PSK-CCMP][WPS][ESS],14/11/2017 01:53,2,-83,32.06289963,34.77166417,60,6,WIFI
a4:2b:8c:15:31:90,octopus5,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,44,-91,32.06289963,34.77166417,60,6,WIFI
0c:f4:d5:39:73:8c,Discount Bank,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,48,-91,32.06289963,34.77166417,60,6,WIFI
00:10:f3:62:0b:ae,RFX GLOBAL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],14/11/2017 01:53,11,-88,32.06289963,34.77166417,60,6,WIFI
a4:2b:8c:15:31:80,octopus,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,11,-88,32.06289963,34.77166417,60,6,WIFI
a4:2b:8c:15:31:81,AROMA2.4g,[WPA2-PSK-CCMP][ESS],14/11/2017 01:53,11,-90,32.06289963,34.77166417,60,6,WIFI
08:76:ff:e1:9b:53,Galgal,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],14/11/2017 01:53,1,-91,32.06289963,34.77166417,60,6,WIFI
ec:8c:a2:1f:ab:78,PowerPlugWifi2.4,[WPA2-PSK-CCMP][ESS][BLE],14/11/2017 01:53,9,-91,32.06289963,34.77166417,60,6,WIFI
36:68:95:6a:2d:73,DIRECT-h5MFC-9330CDW,[WPA2-PSK-CCMP][WPS][ESS],14/11/2017 01:53,13,-92,32.06289963,34.77166417,60,6,WIFI
fc:0a:81:2e:0e:81,FREE_TLV,[ESS][BLE],14/11/2017 01:53,11,-81,32.06289963,34.77166417,60,6,WIFI
e8:fc:af:99:7f:14,BezeqNGN_LA3435_5GHz_1,[WPS][ESS][BLE],14/11/2017 01:53,44,-93,32.06289963,34.77166417,60,6,WIFI
48:ee:0c:3f:ed:d8,Bezeq_WiFi,[ESS][BLE],14/11/2017 01:53,11,-91,32.06289963,34.77166417,60,6,WIFI
04:a1:51:c9:32:0d,Tamarayog2_5,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,58,-68,32.0630028,34.77170214,57,8,WIFI
e8:fc:af:92:c0:72,JimmyWho 2.4GHz,[WPA2-PSK-CCMP][WPS][ESS][BLE],14/11/2017 01:53,1,-48,32.0630028,34.77170214,57,8,WIFI
